labelers_strength,proposed,proposed_penalized,Tao,accuracy-test-classifier,accuracy-test,proposed,proposed_penalized,Tao
0.4155557390967348,0.9879286585208582,0.0932230769955375,0.9994850663272544,0.11494252873563218,0.3218390804597701,0.9879286585208582,0.0932230769955375,0.9994850663272544
0.4477872862054366,0.7975165072599011,0.6508494157295293,1.0000225887685534,0.5747126436781609,0.40229885057471265,0.7975165072599011,0.6508494157295293,1.0000225887685534
0.48074796720696017,0.7792283299204241,0.2970620071896155,0.999913060803994,0.5287356321839081,0.4827586206896552,0.7792283299204241,0.2970620071896155,0.999913060803994
0.5106639193881491,0.8771547468988512,0.5559427374564778,0.9999672480876548,0.47126436781609193,0.5172413793103449,0.8771547468988512,0.5559427374564778,0.9999672480876548
0.5227891804227055,0.726380625323597,0.32053105963196715,1.0000617471630606,0.28735632183908044,0.5632183908045977,0.726380625323597,0.32053105963196715,1.0000617471630606
0.56009636506172,0.7686519834915441,0.7635060972924832,0.9999554106916853,0.6781609195402298,0.5747126436781609,0.7686519834915441,0.7635060972924832,0.9999554106916853
0.5797928042047139,0.9882349805459427,1.0877979841711714,1.0000884310013414,0.7701149425287356,0.632183908045977,0.9882349805459427,1.0877979841711714,1.0000884310013414
0.5982008926023245,0.8872655285004672,0.9451825834821327,1.000022531909667,0.6896551724137931,0.6896551724137931,0.8872655285004672,0.9451825834821327,1.000022531909667
0.6522206812524934,0.8750049254542535,0.9596334150676256,1.0000891306238735,0.7586206896551724,0.7011494252873564,0.8750049254542535,0.9596334150676256,1.0000891306238735
0.6611934355709661,1.005850357201721,1.1421939988600227,1.0000474088196714,0.7126436781609196,0.6896551724137931,1.005850357201721,1.1421939988600227,1.0000474088196714
0.6615969412852023,1.0781423591001984,1.2548230876427269,1.000054367242898,0.896551724137931,0.6666666666666666,1.0781423591001984,1.2548230876427269,1.000054367242898
0.6965421024291567,0.9610392035549635,1.0771642500468688,0.9999922405590101,0.8620689655172413,0.5977011494252874,0.9610392035549635,1.0771642500468688,0.9999922405590101
0.7081468727594479,1.120729050541252,1.2769379602837827,1.0000560306677657,0.9310344827586207,0.6781609195402298,1.120729050541252,1.2769379602837827,1.0000560306677657
0.7174852565662234,1.0908086564718609,1.2944128658204501,1.0000887918591859,0.8390804597701149,0.6781609195402298,1.0908086564718609,1.2944128658204501,1.0000887918591859
0.7297974867272254,1.082733948281614,1.244881861506172,1.0000621217728798,0.8850574712643678,0.7011494252873564,1.082733948281614,1.244881861506172,1.0000621217728798
0.7715625798103982,1.2002385191244551,1.4170446095482203,1.0000890967707374,0.9310344827586207,0.7701149425287356,1.2002385191244551,1.4170446095482203,1.0000890967707374
0.7726802996615769,1.1151554041815834,1.2770898502856862,1.0000742751328306,0.9195402298850575,0.7011494252873564,1.1151554041815834,1.2770898502856862,1.0000742751328306
0.8712010886900041,1.1971830938344263,1.425446527167871,1.0000891288950562,0.9310344827586207,0.8275862068965517,1.1971830938344263,1.425446527167871,1.0000891288950562
0.9079368912144808,1.236636151213867,1.4709393702582776,0.9999050382844853,0.9425287356321839,0.8390804597701149,1.236636151213867,1.4709393702582776,0.9999050382844853
0.9123851755836933,1.2241169705782222,1.4453372415633776,0.9999362846183922,0.9425287356321839,0.8735632183908046,1.2241169705782222,1.4453372415633776,0.9999362846183922
