,worker strength,method,measured weight
0,0.4155557390967348,proposed_penalized,0.0872582462035964
1,0.4155557390967348,proposed_penalized,0.0872582462035964
2,0.4155557390967348,Tao,0.9996334196166293
3,0.4155557390967348,Tao,0.9996334196166293
4,0.4477872862054366,proposed_penalized,0.15174054150704203
5,0.4477872862054366,proposed_penalized,0.15174054150704203
6,0.4477872862054366,Tao,0.9988301501229825
7,0.4477872862054366,Tao,0.9988301501229825
8,0.48074796720696017,proposed_penalized,0.2720648717885623
9,0.48074796720696017,proposed_penalized,0.2720648717885623
10,0.48074796720696017,Tao,0.9997052778777741
11,0.48074796720696017,Tao,0.9997052778777741
12,0.5106639193881491,proposed_penalized,0.4842958316068089
13,0.5106639193881491,proposed_penalized,0.4842958316068089
14,0.5106639193881491,Tao,0.9995046207318328
15,0.5106639193881491,Tao,0.9995046207318328
16,0.5227891804227055,proposed_penalized,0.7318063519054863
17,0.5227891804227055,proposed_penalized,0.7318063519054863
18,0.5227891804227055,Tao,0.9998196869547102
19,0.5227891804227055,Tao,0.9998196869547102
20,0.56009636506172,proposed_penalized,0.8369875916480267
21,0.56009636506172,proposed_penalized,0.8369875916480267
22,0.56009636506172,Tao,0.9993818859043981
23,0.56009636506172,Tao,0.9993818859043981
24,0.5797928042047139,proposed_penalized,1.0089644638907562
25,0.5797928042047139,proposed_penalized,1.0089644638907562
26,0.5797928042047139,Tao,0.9991001093018906
27,0.5797928042047139,Tao,0.9991001093018906
28,0.5982008926023245,proposed_penalized,1.0865607464913056
29,0.5982008926023245,proposed_penalized,1.0865607464913056
30,0.5982008926023245,Tao,1.0001669291230642
31,0.5982008926023245,Tao,1.0001669291230642
32,0.6522206812524934,proposed_penalized,1.2167945129196887
33,0.6522206812524934,proposed_penalized,1.2167945129196887
34,0.6522206812524934,Tao,1.0001652117691051
35,0.6522206812524934,Tao,1.0001652117691051
36,0.6611934355709661,proposed_penalized,1.1999909149377193
37,0.6611934355709661,proposed_penalized,1.1999909149377193
38,0.6611934355709661,Tao,0.9993115074381554
39,0.6611934355709661,Tao,0.9993115074381554
40,0.6615969412852023,proposed_penalized,1.2417905629243633
41,0.6615969412852023,proposed_penalized,1.2417905629243633
42,0.6615969412852023,Tao,1.0005114004893176
43,0.6615969412852023,Tao,1.0005114004893176
44,0.6965421024291567,proposed_penalized,1.2264791624164095
45,0.6965421024291567,proposed_penalized,1.2264791624164095
46,0.6965421024291567,Tao,1.0005856052197997
47,0.6965421024291567,Tao,1.0005856052197997
48,0.7081468727594479,proposed_penalized,1.2736853531274321
49,0.7081468727594479,proposed_penalized,1.2736853531274321
50,0.7081468727594479,Tao,1.000576119997399
51,0.7081468727594479,Tao,1.000576119997399
52,0.7174852565662234,proposed_penalized,1.2615578295516239
53,0.7174852565662234,proposed_penalized,1.2615578295516239
54,0.7174852565662234,Tao,1.000640575560459
55,0.7174852565662234,Tao,1.000640575560459
56,0.7297974867272254,proposed_penalized,1.2903506478428333
57,0.7297974867272254,proposed_penalized,1.2903506478428333
58,0.7297974867272254,Tao,0.9998712275878807
59,0.7297974867272254,Tao,0.9998712275878807
60,0.7715625798103982,proposed_penalized,1.315930661904655
61,0.7715625798103982,proposed_penalized,1.315930661904655
62,0.7715625798103982,Tao,1.0006278573281613
63,0.7715625798103982,Tao,1.0006278573281613
64,0.7726802996615769,proposed_penalized,1.3037933479611064
65,0.7726802996615769,proposed_penalized,1.3037933479611064
66,0.7726802996615769,Tao,0.9997459923401003
67,0.7726802996615769,Tao,0.9997459923401003
68,0.8712010886900041,proposed_penalized,1.3277801061624739
69,0.8712010886900041,proposed_penalized,1.3277801061624739
70,0.8712010886900041,Tao,1.0004360718942429
71,0.8712010886900041,Tao,1.0004360718942429
72,0.9079368912144808,proposed_penalized,1.3439872844897196
73,0.9079368912144808,proposed_penalized,1.3439872844897196
74,0.9079368912144808,Tao,1.0006809563970924
75,0.9079368912144808,Tao,1.0006809563970924
76,0.9123851755836933,proposed_penalized,1.3381809707203933
77,0.9123851755836933,proposed_penalized,1.3381809707203933
78,0.9123851755836933,Tao,1.000705394345005
79,0.9123851755836933,Tao,1.000705394345005
