labelers_strength,proposed,proposed_penalized,Tao,accuracy-test-classifier,accuracy-test,proposed,proposed_penalized,Tao
0.4155557390967348,1.0160869061257132,0.01107838659646538,0.9990967456030034,0.07323076923076922,0.4412307692307692,1.0160869061257132,0.01107838659646538,0.9990967456030034
0.4477872862054366,0.9999230707708605,0.0013248916489751565,0.9985908464356128,0.06338461538461539,0.4664615384615385,0.9999230707708605,0.0013248916489751565,0.9985908464356128
0.48074796720696017,0.8210417839763945,0.2059545154364462,0.9991259629752589,0.31323076923076926,0.4978461538461538,0.8210417839763945,0.2059545154364462,0.9991259629752589
0.5106639193881491,0.7289336861204782,0.5668730785255017,0.999278773971301,0.563076923076923,0.5083076923076923,0.7289336861204782,0.5668730785255017,0.999278773971301
0.5227891804227055,0.875339538278534,0.9197123397031683,0.99918546775496,0.8689230769230769,0.504,0.875339538278534,0.9197123397031683,0.99918546775496
0.56009636506172,0.9604851132573051,1.0603865269657944,0.9996733471735848,0.8633846153846154,0.5661538461538461,0.9604851132573051,1.0603865269657944,0.9996733471735848
0.5797928042047139,1.0002998298013746,1.1441269677679067,0.9999021868398732,0.8695384615384616,0.5846153846153846,1.0002998298013746,1.1441269677679067,0.9999021868398732
0.5982008926023245,1.0291527522362296,1.2085328854234563,1.0001068712134626,0.9667692307692307,0.5950769230769231,1.0291527522362296,1.2085328854234563,1.0001068712134626
0.6522206812524934,1.0354059138814913,1.2140103702376353,1.0001544897997507,0.9698461538461538,0.6553846153846153,1.0354059138814913,1.2140103702376353,1.0001544897997507
0.6611934355709661,1.042469703272342,1.2342955787347463,1.0002284584161478,0.9507692307692308,0.6744615384615384,1.042469703272342,1.2342955787347463,1.0002284584161478
0.6615969412852023,1.0509153860055724,1.2417985955922508,1.0001991003617094,0.9686153846153847,0.6393846153846154,1.0509153860055724,1.2417985955922508,1.0001991003617094
0.6965421024291567,1.035289974959441,1.2273513563644292,1.0004657645935677,0.9396923076923077,0.6978461538461539,1.035289974959441,1.2273513563644292,1.0004657645935677
0.7081468727594479,1.0436794596112766,1.2332005199096794,1.0005142258453688,0.9698461538461538,0.7083076923076923,1.0436794596112766,1.2332005199096794,1.0005142258453688
0.7174852565662234,1.0429831581864524,1.2365017698070995,1.0003474617427561,0.9581538461538461,0.7083076923076923,1.0429831581864524,1.2365017698070995,1.0003474617427561
0.7297974867272254,1.0468123399627727,1.2410798848400266,1.000508574519999,0.9729230769230769,0.7267692307692307,1.0468123399627727,1.2410798848400266,1.000508574519999
0.7715625798103982,1.0443462191266502,1.2392796010512976,1.0005359890190846,0.9852307692307692,0.7833846153846153,1.0443462191266502,1.2392796010512976,1.0005359890190846
0.7726802996615769,1.0448796030080751,1.2395603693956516,1.000538018861846,0.9526153846153846,0.7716923076923077,1.0448796030080751,1.2395603693956516,1.000538018861846
0.8712010886900041,1.0541708235641052,1.2505241832088518,1.0004962164089621,0.9883076923076923,0.8590769230769231,1.0541708235641052,1.2505241832088518,1.0004962164089621
0.9079368912144808,1.060051087679077,1.2569838977091317,1.0005879736703047,0.9809230769230769,0.9064615384615384,1.060051087679077,1.2569838977091317,1.0005879736703047
0.9123851755836933,1.0677336501758519,1.2674242810814889,1.0004635247934461,0.968,0.9230769230769231,1.0677336501758519,1.2674242810814889,1.0004635247934461
