,worker strength,method,measured weight
0,0.4155557390967348,proposed_penalized,0.10625273824185114
1,0.4155557390967348,proposed_penalized,0.10625273824185114
2,0.4155557390967348,Tao,0.9989815802814654
3,0.4155557390967348,Tao,0.9989815802814654
4,0.4477872862054366,proposed_penalized,0.15079128628702315
5,0.4477872862054366,proposed_penalized,0.15079128628702315
6,0.4477872862054366,Tao,0.9995014829299679
7,0.4477872862054366,Tao,0.9995014829299679
8,0.48074796720696017,proposed_penalized,0.39778508407923485
9,0.48074796720696017,proposed_penalized,0.39778508407923485
10,0.48074796720696017,Tao,0.9992870708387372
11,0.48074796720696017,Tao,0.9992870708387372
12,0.5106639193881491,proposed_penalized,0.545661700425226
13,0.5106639193881491,proposed_penalized,0.545661700425226
14,0.5106639193881491,Tao,0.9989145183241558
15,0.5106639193881491,Tao,0.9989145183241558
16,0.5227891804227055,proposed_penalized,0.6863082836552769
17,0.5227891804227055,proposed_penalized,0.6863082836552769
18,0.5227891804227055,Tao,0.9995874085366581
19,0.5227891804227055,Tao,0.9995874085366581
20,0.56009636506172,proposed_penalized,0.8685751278028235
21,0.56009636506172,proposed_penalized,0.8685751278028235
22,0.56009636506172,Tao,0.9995170648239469
23,0.56009636506172,Tao,0.9995170648239469
24,0.5797928042047139,proposed_penalized,1.0076883078283614
25,0.5797928042047139,proposed_penalized,1.0076883078283614
26,0.5797928042047139,Tao,1.0000053751367712
27,0.5797928042047139,Tao,1.0000053751367712
28,0.5982008926023245,proposed_penalized,1.1337385515864635
29,0.5982008926023245,proposed_penalized,1.1337385515864635
30,0.5982008926023245,Tao,0.9999761265821465
31,0.5982008926023245,Tao,0.9999761265821465
32,0.6522206812524934,proposed_penalized,1.1829166715710893
33,0.6522206812524934,proposed_penalized,1.1829166715710893
34,0.6522206812524934,Tao,1.0000762970077188
35,0.6522206812524934,Tao,1.0000762970077188
36,0.6611934355709661,proposed_penalized,1.2169169305452654
37,0.6611934355709661,proposed_penalized,1.2169169305452654
38,0.6611934355709661,Tao,1.0001705984405858
39,0.6611934355709661,Tao,1.0001705984405858
40,0.6615969412852023,proposed_penalized,1.2002465451666853
41,0.6615969412852023,proposed_penalized,1.2002465451666853
42,0.6615969412852023,Tao,1.0000514948423005
43,0.6615969412852023,Tao,1.0000514948423005
44,0.6965421024291567,proposed_penalized,1.2118946915335351
45,0.6965421024291567,proposed_penalized,1.2118946915335351
46,0.6965421024291567,Tao,0.9999364754030509
47,0.6965421024291567,Tao,0.9999364754030509
48,0.7081468727594479,proposed_penalized,1.2542958422989932
49,0.7081468727594479,proposed_penalized,1.2542958422989932
50,0.7081468727594479,Tao,1.0004207458548802
51,0.7081468727594479,Tao,1.0004207458548802
52,0.7174852565662234,proposed_penalized,1.3118365142518384
53,0.7174852565662234,proposed_penalized,1.3118365142518384
54,0.7174852565662234,Tao,1.0004996072769805
55,0.7174852565662234,Tao,1.0004996072769805
56,0.7297974867272254,proposed_penalized,1.184728023542542
57,0.7297974867272254,proposed_penalized,1.184728023542542
58,0.7297974867272254,Tao,1.0005154829212242
59,0.7297974867272254,Tao,1.0005154829212242
60,0.7715625798103982,proposed_penalized,1.251231027650971
61,0.7715625798103982,proposed_penalized,1.251231027650971
62,0.7715625798103982,Tao,1.0005523807028527
63,0.7715625798103982,Tao,1.0005523807028527
64,0.7726802996615769,proposed_penalized,1.3180033721665443
65,0.7726802996615769,proposed_penalized,1.3180033721665443
66,0.7726802996615769,Tao,1.0004528887480462
67,0.7726802996615769,Tao,1.0004528887480462
68,0.8712010886900041,proposed_penalized,1.3197738134186818
69,0.8712010886900041,proposed_penalized,1.3197738134186818
70,0.8712010886900041,Tao,1.00060763933766
71,0.8712010886900041,Tao,1.00060763933766
72,0.9079368912144808,proposed_penalized,1.323173785155514
73,0.9079368912144808,proposed_penalized,1.323173785155514
74,0.9079368912144808,Tao,1.0006074227268096
75,0.9079368912144808,Tao,1.0006074227268096
76,0.9123851755836933,proposed_penalized,1.3281817027920793
77,0.9123851755836933,proposed_penalized,1.3281817027920793
78,0.9123851755836933,Tao,1.0003383392840421
79,0.9123851755836933,Tao,1.0003383392840421
