,worker strength,method,measured weight
0,0.4155557390967348,proposed_penalized,0.06822638961447267
1,0.4155557390967348,proposed_penalized,0.06822638961447267
2,0.4155557390967348,Tao,0.9998808439149163
3,0.4155557390967348,Tao,0.9998808439149163
4,0.4477872862054366,proposed_penalized,0.07791312407984491
5,0.4477872862054366,proposed_penalized,0.07791312407984491
6,0.4477872862054366,Tao,0.998894398242163
7,0.4477872862054366,Tao,0.998894398242163
8,0.48074796720696017,proposed_penalized,0.19469491462845195
9,0.48074796720696017,proposed_penalized,0.19469491462845195
10,0.48074796720696017,Tao,0.9997785269827426
11,0.48074796720696017,Tao,0.9997785269827426
12,0.5106639193881491,proposed_penalized,0.681119844323771
13,0.5106639193881491,proposed_penalized,0.681119844323771
14,0.5106639193881491,Tao,0.9993936620677364
15,0.5106639193881491,Tao,0.9993936620677364
16,0.5227891804227055,proposed_penalized,0.5352041219015213
17,0.5227891804227055,proposed_penalized,0.5352041219015213
18,0.5227891804227055,Tao,0.9990763742108101
19,0.5227891804227055,Tao,0.9990763742108101
20,0.56009636506172,proposed_penalized,1.0075459591724898
21,0.56009636506172,proposed_penalized,1.0075459591724898
22,0.56009636506172,Tao,0.9998956102816607
23,0.56009636506172,Tao,0.9998956102816607
24,0.5797928042047139,proposed_penalized,1.079917724892256
25,0.5797928042047139,proposed_penalized,1.079917724892256
26,0.5797928042047139,Tao,1.0000402753533477
27,0.5797928042047139,Tao,1.0000402753533477
28,0.5982008926023245,proposed_penalized,1.1276792159454168
29,0.5982008926023245,proposed_penalized,1.1276792159454168
30,0.5982008926023245,Tao,0.9998725201390677
31,0.5982008926023245,Tao,0.9998725201390677
32,0.6522206812524934,proposed_penalized,1.2054749945303231
33,0.6522206812524934,proposed_penalized,1.2054749945303231
34,0.6522206812524934,Tao,1.0001820112830022
35,0.6522206812524934,Tao,1.0001820112830022
36,0.6611934355709661,proposed_penalized,1.2401619324550541
37,0.6611934355709661,proposed_penalized,1.2401619324550541
38,0.6611934355709661,Tao,1.000169589940235
39,0.6611934355709661,Tao,1.000169589940235
40,0.6615969412852023,proposed_penalized,1.2148802157878482
41,0.6615969412852023,proposed_penalized,1.2148802157878482
42,0.6615969412852023,Tao,1.0003479867540144
43,0.6615969412852023,Tao,1.0003479867540144
44,0.6965421024291567,proposed_penalized,1.275134813449399
45,0.6965421024291567,proposed_penalized,1.275134813449399
46,0.6965421024291567,Tao,1.0000406243811497
47,0.6965421024291567,Tao,1.0000406243811497
48,0.7081468727594479,proposed_penalized,1.2465863421904229
49,0.7081468727594479,proposed_penalized,1.2465863421904229
50,0.7081468727594479,Tao,1.0003795346927529
51,0.7081468727594479,Tao,1.0003795346927529
52,0.7174852565662234,proposed_penalized,1.2537381132837249
53,0.7174852565662234,proposed_penalized,1.2537381132837249
54,0.7174852565662234,Tao,0.9995993634694657
55,0.7174852565662234,Tao,0.9995993634694657
56,0.7297974867272254,proposed_penalized,1.2762605232214854
57,0.7297974867272254,proposed_penalized,1.2762605232214854
58,0.7297974867272254,Tao,1.0003560455880505
59,0.7297974867272254,Tao,1.0003560455880505
60,0.7715625798103982,proposed_penalized,1.2751997137876228
61,0.7715625798103982,proposed_penalized,1.2751997137876228
62,0.7715625798103982,Tao,1.0004420722029017
63,0.7715625798103982,Tao,1.0004420722029017
64,0.7726802996615769,proposed_penalized,1.2946707398593045
65,0.7726802996615769,proposed_penalized,1.2946707398593045
66,0.7726802996615769,Tao,1.00016100557481
67,0.7726802996615769,Tao,1.00016100557481
68,0.8712010886900041,proposed_penalized,1.313678684458528
69,0.8712010886900041,proposed_penalized,1.313678684458528
70,0.8712010886900041,Tao,1.0004672558584549
71,0.8712010886900041,Tao,1.0004672558584549
72,0.9079368912144808,proposed_penalized,1.3146266436087362
73,0.9079368912144808,proposed_penalized,1.3146266436087362
74,0.9079368912144808,Tao,1.0005100905439606
75,0.9079368912144808,Tao,1.0005100905439606
76,0.9123851755836933,proposed_penalized,1.317285988809326
77,0.9123851755836933,proposed_penalized,1.317285988809326
78,0.9123851755836933,Tao,1.0005122085187583
79,0.9123851755836933,Tao,1.0005122085187583
